time,step num,fpa,drv,effect,ax (m/s2),ay (m/s2),az (m/s2),gx (rad/s),gy (rad/s),gz (rad/s)
1776367004.7324438,,,,,-0.6832,3.5342,9.1765,0.0179,-0.0596,-0.0130
1776367004.7326121,,,,,-0.7059,3.5402,9.1777,0.0191,-0.0600,-0.0128
1776367004.733789,,,,,-0.6903,3.5641,9.1753,0.0211,-0.0637,-0.0107
1776367004.733972,,,,,-0.6508,3.5354,9.1741,0.0220,-0.0637,-0.0113
1776367004.734186,,,,,-0.6664,3.5641,9.1645,0.0212,-0.0623,-0.0116
1776367004.73436,,,,,-0.6652,3.5509,9.1860,0.0203,-0.0631,-0.0118
1776367004.790077,,,,,-0.7298,3.5713,9.1645,0.0214,-0.0614,-0.0121
1776367004.819852,,,,,-0.6640,3.5486,9.1657,0.0194,-0.0634,-0.0113
1776367004.821835,,,,,-0.6832,3.5282,9.1621,0.0194,-0.0632,-0.0118
1776367004.822111,,,,,-0.6820,3.5378,9.1848,0.0211,-0.0640,-0.0119
1776367004.822152,,,,,-0.6736,3.5498,9.1729,0.0220,-0.0634,-0.0121
1776367004.82328,,,,,-0.6784,3.5509,9.1669,0.0215,-0.0623,-0.0115
1776367004.8252711,,,,,-0.6736,3.5569,9.1705,0.0212,-0.0625,-0.0115
1776367004.825423,,,,,-0.7023,3.5749,9.1645,0.0208,-0.0622,-0.0116
1776367004.825613,,,,,-0.6832,3.5545,9.1597,0.0197,-0.0629,-0.0116
1776367004.881183,,,,,-0.6891,3.5498,9.1633,0.0195,-0.0638,-0.0113
1776367004.882294,,,,,-0.6257,3.5378,9.1765,0.0202,-0.0612,-0.0119
1776367004.8825579,,,,,-0.6712,3.5294,9.1705,0.0226,-0.0612,-0.0110
1776367004.911047,,,,,-0.6796,3.5581,9.1693,0.0226,-0.0622,-0.0116
1776367004.913151,,,,,-0.6975,3.5450,9.1681,0.0220,-0.0609,-0.0118
1776367004.913398,,,,,-0.6915,3.5701,9.1729,0.0206,-0.0620,-0.0118
1776367004.942239,,,,,-0.6843,3.5785,9.1729,0.0203,-0.0635,-0.0108
1776367004.942517,,,,,-0.6915,3.5474,9.1705,0.0208,-0.0641,-0.0111
1776367004.9426718,,,,,-0.6760,3.5569,9.1585,0.0206,-0.0638,-0.0107
1776367004.9451,,,,,-0.6736,3.5569,9.1681,0.0195,-0.0631,-0.0111
1776367004.9452841,,,,,-0.6832,3.5629,9.1669,0.0200,-0.0631,-0.0111
1776367005.001893,,,,,-0.6879,3.5342,9.1777,0.0208,-0.0637,-0.0113
1776367005.002238,,,,,-0.6760,3.5617,9.1693,0.0209,-0.0637,-0.0113
1776367005.002374,,,,,-0.6820,3.5450,9.1573,0.0206,-0.0634,-0.0119
1776367005.003238,,,,,-0.6604,3.5354,9.1633,0.0220,-0.0628,-0.0118
1776367005.003362,,,,,-0.6748,3.5462,9.1741,0.0231,-0.0629,-0.0118
1776367005.003509,,,,,-0.6772,3.5509,9.1681,0.0224,-0.0631,-0.0113
1776367005.033535,,,,,-0.6676,3.5593,9.1621,0.0223,-0.0644,-0.0113
1776367005.091724,,,,,-0.6820,3.5486,9.1717,0.0221,-0.0641,-0.0104
